venue_ID	Latitude	Longitude	Category	Num_Cluster	C_Latitude	C_Longitude
4ab5691ef964a520707420e3	52.512995	13.419998000000001	Event Space	0	52.512958999999995	13.420105
4c7ff4dddc018cfa5a35b86c	52.477553	13.454981	Home (private)	1	52.477553	13.454980999999998
4bb9ea5298c7ef3b33733202	52.516631000000004	13.448827	Greek Restaurant	2	52.5168225	13.449664749999997
4b06b604f964a520eeee22e3	52.547036	13.416652	Sports Bar	3	52.54672717391304	13.41685260869565
4db9463a0437609120fddb31	52.527799	13.386519	Japanese Restaurant	4	52.52763541666667	13.388138493589741
4b4cc6adf964a5205ebe26e3	52.507079000000004	13.395123000000002	Deli / Bodega	5	52.51485293530997	13.388839533692723
4adcda8cf964a520234a21e3	52.508699	13.436269	General Entertainment	6	52.50868328571428	13.437028142857143
4f1ad991e4b0d9f8b8ae5b04	52.510514	13.458004999999998	Bar	7	52.51120609756097	13.458221105691056
4b867817f964a520638b31e3	52.497192000000005	13.354847	Sushi Restaurant	8	52.497304739130435	13.354412434782608
4cbf4de5575d236a0f07be8e	52.4925	13.427969000000001	Rock Club	9	52.49343813953489	13.428344860465119
4b54ad4af964a5208bc627e3	52.53088399999999	13.412435999999998	Italian Restaurant	10	52.524242277472524	13.406784934065934
4e2f4fc91f6ed9df901f12ee	52.44203100000001	13.549163	Outdoors & Recreation	11	52.44203100000001	13.549163
4b82e389f964a52037eb30e3	52.53493100000001	13.423951999999998	Gay Bar	12	52.53542430000001	13.4226641
4e65f267a80951b319f8571f	52.524892	13.404103	Office	10	52.524242277472524	13.406784934065934
4ae84506f964a52067ae21e3	52.527308999999995	13.403139999999999	Italian Restaurant	13	52.52937613095239	13.402031785714287
4c434166ff711b8d78ac1405	52.551411	13.367293	Subway	14	52.55165225	13.367396750000001
4ee1416a0cd6e8f65076afa6	52.535	13.199926000000001	Bus Station	15	52.5351565	13.199976500000002
4adf64aef964a520357a21e3	52.528154	13.402859	Hotel Bar	13	52.52937613095239	13.402031785714287
4b538beaf964a52083a127e3	52.488379	13.339924	Subway	16	52.48851466666667	13.340453666666667
4dc305ca1f6ef43b89d8fc30	52.534	13.436468	Home (private)	17	52.53389933333333	13.436956666666667
4eab3c5bcc217eb08eaf87d1	52.519181999999994	13.45246	Bar	18	52.51950564285713	13.4523215
4e182aea814da5f5525676a2	52.54766	13.412229	Home (private)	19	52.54870244303797	13.412680101265824
4db2fa31fa8c350240c1fc41	52.533838	13.596391	Subway	20	52.533838	13.596391
4dfa3b10a809fe7742242377	52.54854	13.296418	Bridge	21	52.54854	13.296418
4bd2dfff046076b083b47471	52.512551	13.575196	Subway	22	52.512653	13.575302
4adcda92f964a520f14b21e3	52.554372	13.290281	Airport	23	52.554281754716975	13.290303150943394
4c6d522f99b9236af7d8e4c9	52.571486	13.413084	Hospital	24	52.571486	13.413084
4af5f0c7f964a52020ff21e3	52.520389	13.387307999999999	Train Station	5	52.51485293530997	13.388839533692723
4b0abbecf964a520102723e3	52.516378	13.380810999999998	Light Rail	5	52.51485293530997	13.388839533692723
4b4f772df964a520c50727e3	52.55229	13.421557	Dentist's Office	25	52.5523345	13.421653
4adcda7ef964a520e14721e3	52.49385699999999	13.461964000000002	Monument / Landmark	26	52.49376049999999	13.461910500000002
4adcda91f964a520bc4b21e3	52.510397	13.434756	Train Station	27	52.51018976923077	13.435020384615383
4b05bf38f964a5204ce222e3	52.50916899999999	13.376284	Train Station	28	52.508928448275874	13.374591540229886
4a1c8506f964a520457b1fe3	52.524903	13.369353	Train Station	29	52.52510825	13.3692623
4adcda7df964a520694721e3	52.509528	13.376616	Plaza	28	52.508928448275874	13.374591540229886
4b41db0bf964a52085c925e3	52.456072	13.297363	Trade School	30	52.455969200000006	13.297234400000002
4bf65f814d5f20a11d2499fe	52.499267	13.352653	General College & University	31	52.499275235294114	13.35293905882353
4af13862f964a520dee021e3	52.495093000000004	13.428679	Grocery Store	9	52.49343813953489	13.428344860465119
4d9ec896ae31b1f7df5fb603	52.510743000000005	13.406914000000002	Coworking Space	32	52.510666571428565	13.405819285714285
4e58bfa018a8c2047501b83b	52.49405600000001	13.429048000000002	Tech Startup	9	52.49343813953489	13.428344860465119
4ecdfcebd3e3521ce2eb75eb	52.523283	13.380711999999999	Art Gallery	33	52.52270627272728	13.379961363636363
4eb7a8967bebd97c6534920f	52.503246	13.332939000000001	Office	34	52.50397526119403	13.329793410447762
4c5117390ef3a59386c86b7b	52.57829	13.429767000000002	Subway	35	52.57829	13.429767000000002
4ee5d010e5faffd732e8027a	52.43709499999999	13.377038	Office	36	52.43709499999999	13.377038
4dad781e8154b108febeadd0	52.540709	13.486831	Medical Center	37	52.540709	13.486831
4d74cea09498548199572e7e	52.464442000000005	13.32854	Plaza	38	52.464670222222225	13.327649000000001
4adcda8ff964a520f34a21e3	52.464622999999996	13.327472	Mall	38	52.464670222222225	13.327649000000001
4bb8586853649c74e3f646fb	52.54204300000001	13.342761999999999	Hospital	39	52.54204300000001	13.342761999999999
4c23a25bc11dc9b617292424	52.43074	13.549576	Gym	40	52.430857	13.549989
4adcf782f964a520016321e3	52.5296	13.401608999999999	Caf�	13	52.52937613095239	13.402031785714287
4adcda7ff964a520fc4721e3	52.484636	13.3512	Hot Spring	41	52.484636	13.3512
4b967da0f964a52095cf34e3	52.507426	13.381604999999999	Capitol Building	42	52.50758133333334	13.381501666666665
4cb74ebf8db0a143e0ed7016	52.52203000000001	13.446038	Home (private)	43	52.52203000000001	13.446038
4e43f445d164821e115c7ef0	52.584520999999995	13.370481	Lake	44	52.584520999999995	13.370481
4f7ad51ee4b0bd4c7c03d8a5	52.462722	13.325168	Mall	45	52.46279066666667	13.326204666666667
