User	venue_ID	UTC_Time	OFFSET	Latitude	Longitude	Category	Num_Cluster
1009465	4ab5691ef964a520707420e3	Tue Apr 03 18:03:18 +0000 2012	120	52.512995	13.419998000000001	Event Space	0
164604	4c7ff4dddc018cfa5a35b86c	Tue Apr 03 18:12:16 +0000 2012	120	52.477553	13.454981	Home (private)	1
83194	4bb9ea5298c7ef3b33733202	Tue Apr 03 18:21:25 +0000 2012	120	52.516631000000004	13.448827	Greek Restaurant	2
2226	4b06b604f964a520eeee22e3	Tue Apr 03 18:27:24 +0000 2012	120	52.547036	13.416652	Sports Bar	3
309692	4db9463a0437609120fddb31	Tue Apr 03 18:39:29 +0000 2012	120	52.527799	13.386519	Japanese Restaurant	4
1023163	4b4cc6adf964a5205ebe26e3	Tue Apr 03 18:41:43 +0000 2012	120	52.507079000000004	13.395123000000002	Deli / Bodega	5
644126	4adcda8cf964a520234a21e3	Tue Apr 03 18:51:58 +0000 2012	120	52.508699	13.436269	General Entertainment	6
56315	4f1ad991e4b0d9f8b8ae5b04	Tue Apr 03 18:55:22 +0000 2012	120	52.510514	13.458004999999998	Bar	7
21102	4b867817f964a520638b31e3	Tue Apr 03 18:55:46 +0000 2012	120	52.497192000000005	13.354847	Sushi Restaurant	8
34422	4cbf4de5575d236a0f07be8e	Tue Apr 03 19:10:39 +0000 2012	120	52.4925	13.427969000000001	Rock Club	9
657230	4b54ad4af964a5208bc627e3	Tue Apr 03 19:19:22 +0000 2012	120	52.53088399999999	13.412435999999998	Italian Restaurant	10
1304582	4e2f4fc91f6ed9df901f12ee	Tue Apr 03 19:44:08 +0000 2012	120	52.44203100000001	13.549163	Outdoors & Recreation	11
139186	4b82e389f964a52037eb30e3	Tue Apr 03 19:55:52 +0000 2012	120	52.53493100000001	13.423951999999998	Gay Bar	12
295333	4e65f267a80951b319f8571f	Tue Apr 03 20:27:21 +0000 2012	120	52.524892	13.404103	Office	10
406833	4ae84506f964a52067ae21e3	Tue Apr 03 20:31:50 +0000 2012	120	52.527308999999995	13.403139999999999	Italian Restaurant	13
2143740	4c434166ff711b8d78ac1405	Tue Apr 03 20:53:17 +0000 2012	120	52.551411	13.367293	Subway	14
197499	4ee1416a0cd6e8f65076afa6	Tue Apr 03 21:18:27 +0000 2012	120	52.535	13.199926000000001	Bus Station	15
406833	4adf64aef964a520357a21e3	Tue Apr 03 21:25:41 +0000 2012	120	52.528154	13.402859	Hotel Bar	13
197499	4b538beaf964a52083a127e3	Tue Apr 03 21:46:33 +0000 2012	120	52.488379	13.339924	Subway	16
644126	4dc305ca1f6ef43b89d8fc30	Tue Apr 03 22:21:41 +0000 2012	120	52.534	13.436468	Home (private)	17
422639	4eab3c5bcc217eb08eaf87d1	Tue Apr 03 22:24:30 +0000 2012	120	52.519181999999994	13.45246	Bar	18
1497874	4e182aea814da5f5525676a2	Tue Apr 03 23:20:59 +0000 2012	120	52.54766	13.412229	Home (private)	19
1537425	4db2fa31fa8c350240c1fc41	Wed Apr 04 04:28:00 +0000 2012	120	52.533838	13.596391	Subway	20
1672309	4dfa3b10a809fe7742242377	Wed Apr 04 04:29:05 +0000 2012	120	52.54854	13.296418	Bridge	21
1537425	4bd2dfff046076b083b47471	Wed Apr 04 04:34:29 +0000 2012	120	52.512551	13.575196	Subway	22
1672309	4adcda92f964a520f14b21e3	Wed Apr 04 04:40:55 +0000 2012	120	52.554372	13.290281	Airport	23
78845	4c6d522f99b9236af7d8e4c9	Wed Apr 04 05:01:50 +0000 2012	120	52.571486	13.413084	Hospital	24
1537425	4af5f0c7f964a52020ff21e3	Wed Apr 04 05:06:33 +0000 2012	120	52.520389	13.387307999999999	Train Station	5
1537425	4b0abbecf964a520102723e3	Wed Apr 04 05:08:01 +0000 2012	120	52.516378	13.380810999999998	Light Rail	5
78845	4b4f772df964a520c50727e3	Wed Apr 04 05:49:01 +0000 2012	120	52.55229	13.421557	Dentist's Office	25
78845	4adcda7ef964a520e14721e3	Wed Apr 04 06:13:24 +0000 2012	120	52.49385699999999	13.461964000000002	Monument / Landmark	26
751100	4af5f0c7f964a52020ff21e3	Wed Apr 04 06:21:55 +0000 2012	120	52.520389	13.387307999999999	Train Station	5
83194	4adcda91f964a520bc4b21e3	Wed Apr 04 06:22:08 +0000 2012	120	52.510397	13.434756	Train Station	27
1566032	4af5f0c7f964a52020ff21e3	Wed Apr 04 06:24:00 +0000 2012	120	52.520389	13.387307999999999	Train Station	5
1566032	4b05bf38f964a5204ce222e3	Wed Apr 04 06:29:12 +0000 2012	120	52.50916899999999	13.376284	Train Station	28
344838	4a1c8506f964a520457b1fe3	Wed Apr 04 06:30:22 +0000 2012	120	52.524903	13.369353	Train Station	29
1566032	4adcda7df964a520694721e3	Wed Apr 04 06:30:48 +0000 2012	120	52.509528	13.376616	Plaza	28
7864	4b41db0bf964a52085c925e3	Wed Apr 04 06:53:28 +0000 2012	120	52.456072	13.297363	Trade School	30
751100	4bf65f814d5f20a11d2499fe	Wed Apr 04 06:58:19 +0000 2012	120	52.499267	13.352653	General College & University	31
53544	4af13862f964a520dee021e3	Wed Apr 04 07:16:36 +0000 2012	120	52.495093000000004	13.428679	Grocery Store	9
1384469	4d9ec896ae31b1f7df5fb603	Wed Apr 04 07:18:37 +0000 2012	120	52.510743000000005	13.406914000000002	Coworking Space	32
53544	4e58bfa018a8c2047501b83b	Wed Apr 04 07:38:59 +0000 2012	120	52.49405600000001	13.429048000000002	Tech Startup	9
979286	4ecdfcebd3e3521ce2eb75eb	Wed Apr 04 07:53:00 +0000 2012	120	52.523283	13.380711999999999	Art Gallery	33
576361	4eb7a8967bebd97c6534920f	Wed Apr 04 08:03:18 +0000 2012	120	52.503246	13.332939000000001	Office	34
407070	4c5117390ef3a59386c86b7b	Wed Apr 04 09:22:10 +0000 2012	120	52.57829	13.429767000000002	Subway	35
331097	4ee5d010e5faffd732e8027a	Wed Apr 04 09:30:27 +0000 2012	120	52.43709499999999	13.377038	Office	36
170429	4dad781e8154b108febeadd0	Wed Apr 04 09:31:10 +0000 2012	120	52.540709	13.486831	Medical Center	37
1186027	4d74cea09498548199572e7e	Wed Apr 04 09:48:47 +0000 2012	120	52.464442000000005	13.32854	Plaza	38
1186027	4adcda8ff964a520f34a21e3	Wed Apr 04 09:49:16 +0000 2012	120	52.464622999999996	13.327472	Mall	38
2016876	4bb8586853649c74e3f646fb	Wed Apr 04 10:03:26 +0000 2012	120	52.54204300000001	13.342761999999999	Hospital	39
78845	4c23a25bc11dc9b617292424	Wed Apr 04 10:09:03 +0000 2012	120	52.43074	13.549576	Gym	40
28417	4adcf782f964a520016321e3	Wed Apr 04 10:10:33 +0000 2012	120	52.5296	13.401608999999999	Caf�	13
21102	4adcda7ff964a520fc4721e3	Wed Apr 04 10:10:56 +0000 2012	120	52.484636	13.3512	Hot Spring	41
34422	4b967da0f964a52095cf34e3	Wed Apr 04 10:18:16 +0000 2012	120	52.507426	13.381604999999999	Capitol Building	42
422639	4cb74ebf8db0a143e0ed7016	Wed Apr 04 10:18:20 +0000 2012	120	52.52203000000001	13.446038	Home (private)	43
1129214	4e43f445d164821e115c7ef0	Wed Apr 04 10:33:33 +0000 2012	120	52.584520999999995	13.370481	Lake	44
7864	4f7ad51ee4b0bd4c7c03d8a5	Wed Apr 04 10:42:18 +0000 2012	120	52.462722	13.325168	Mall	45
2016876	4b0810c6f964a5202a0323e3	Wed Apr 04 10:53:43 +0000 2012	120	52.459281000000004	13.322766	Coffee Shop	46
469839	4c570ed17329c928dffd8d80	Wed Apr 04 10:59:18 +0000 2012	120	52.511964	13.455032999999998	Salon / Barbershop	7
54775	4af9600bf964a5207f1122e3	Wed Apr 04 11:39:39 +0000 2012	120	52.511449	13.458473999999999	Hot Dog Joint	7
7864	4bc357294cdfc9b64b319721	Wed Apr 04 11:42:26 +0000 2012	120	52.459654	13.323473000000002	Sushi Restaurant	46
915141	4dd4c9a5d1649f0f0495abef	Wed Apr 04 11:43:30 +0000 2012	120	52.515195999999996	13.333969	Government Building	47
56315	4adcda91f964a520c44b21e3	Wed Apr 04 11:46:07 +0000 2012	120	52.524446	13.439754999999998	Hospital	48
78845	4f590107e4b00c68f877e3d1	Wed Apr 04 11:47:18 +0000 2012	120	52.455591000000005	13.51136	Spa / Massage	49
422639	4adcda91f964a520c44b21e3	Wed Apr 04 11:47:48 +0000 2012	120	52.524446	13.439754999999998	Hospital	48
422639	4adcda7df964a520864721e3	Wed Apr 04 11:48:27 +0000 2012	120	52.526614	13.433447	Park	50
60960	4bd5890d4e32d13ad6efc080	Wed Apr 04 11:55:10 +0000 2012	120	52.499111	13.443060999999998	Italian Restaurant	51
78845	4b20c85ff964a520973424e3	Wed Apr 04 12:08:05 +0000 2012	120	52.455055	13.510182999999998	Light Rail	52
101401	4deb4e17e4cdc079f49add8c	Wed Apr 04 12:10:28 +0000 2012	120	52.493860999999995	13.428997	Caf�	9
2016876	4d24d62653e4a0935fb78a77	Wed Apr 04 12:21:18 +0000 2012	120	52.441371	13.317707	Medical School	53
203547	4b03e6b6f964a520755022e3	Wed Apr 04 12:31:27 +0000 2012	120	52.518913	13.380574	Museum	54
469839	4b930cc0f964a520823134e3	Wed Apr 04 12:40:57 +0000 2012	120	52.520376	13.387998000000001	Snack Place	5
1186027	4e0e4788b61c3fe47802248f	Wed Apr 04 12:42:08 +0000 2012	120	52.541509	13.355156	Residential Building (Apartment / Condo)	55
422639	4cb74ebf8db0a143e0ed7016	Wed Apr 04 12:45:05 +0000 2012	120	52.52203000000001	13.446038	Home (private)	43
197499	4b538beaf964a52083a127e3	Wed Apr 04 12:46:17 +0000 2012	120	52.488379	13.339924	Subway	16
657230	4e422340a80925205551ab6d	Wed Apr 04 12:52:31 +0000 2012	120	52.517182	13.389107999999998	Coworking Space	5
78845	4adcda7ef964a520e14721e3	Wed Apr 04 12:56:01 +0000 2012	120	52.49385699999999	13.461964000000002	Monument / Landmark	26
197499	4b538a1af964a52043a127e3	Wed Apr 04 12:58:28 +0000 2012	120	52.506505000000004	13.306718	Subway	56
197499	4aec2226f964a5205ac521e3	Wed Apr 04 13:01:20 +0000 2012	120	52.504702	13.302984	Train Station	57
170429	4b53127ff964a5201d8e27e3	Wed Apr 04 13:01:57 +0000 2012	120	52.580313000000004	13.506	Home (private)	58
1440071	4b2b4426f964a52077b524e3	Wed Apr 04 13:05:50 +0000 2012	120	52.529954000000004	13.401013	Caf�	13
78845	4c6d522f99b9236af7d8e4c9	Wed Apr 04 13:34:56 +0000 2012	120	52.571486	13.413084	Hospital	24
36820	4adcf782f964a520016321e3	Wed Apr 04 13:35:23 +0000 2012	120	52.5296	13.401608999999999	Caf�	13
203547	4adcda83f964a520b74821e3	Wed Apr 04 13:52:21 +0000 2012	120	52.524640000000005	13.395779000000001	Museum	4
5851	4f16a28fe4b0044a285b0d53	Wed Apr 04 13:57:46 +0000 2012	120	52.530713	13.385060000000001	Office	4
1112634	4adcda72f964a520304521e3	Wed Apr 04 14:01:39 +0000 2012	120	52.521855	13.404597	Hotel	10
214873	4a1c8506f964a520457b1fe3	Wed Apr 04 14:21:21 +0000 2012	120	52.524903	13.369353	Train Station	29
979286	4b6c0ddef964a52089212ce3	Wed Apr 04 14:29:12 +0000 2012	120	52.544012	13.544683	Mall	59
295333	4e65f267a80951b319f8571f	Wed Apr 04 14:32:53 +0000 2012	120	52.524892	13.404103	Office	10
214873	4adcda70f964a520f14421e3	Wed Apr 04 14:47:58 +0000 2012	120	52.508039000000004	13.372926000000001	Hotel	28
469839	4be5826a78e895219ea964ce	Wed Apr 04 14:49:31 +0000 2012	120	52.521809	13.412654000000002	Plaza	10
1452149	4ca087a054c8a1cdb10ba04b	Wed Apr 04 15:08:09 +0000 2012	120	52.499575	13.352215	Dentist's Office	31
644126	4cbd49557148f04d0143ecab	Wed Apr 04 15:15:17 +0000 2012	120	52.528932999999995	13.430439000000002	Bus Line	60
164604	4b24fa4cf964a520ee6a24e3	Wed Apr 04 15:52:28 +0000 2012	120	52.509128000000004	13.458763000000001	Lingerie Store	7
164604	4b5e1666f964a520f17c29e3	Wed Apr 04 15:59:16 +0000 2012	120	52.509567000000004	13.457801000000002	Eastern European Restaurant	7
1566032	4b596614f964a520208728e3	Wed Apr 04 16:25:10 +0000 2012	120	52.563556000000005	13.326974	Subway	61
915141	4ca7ba75ae1eef3b8ee33147	Wed Apr 04 16:26:54 +0000 2012	120	52.512173	13.31219	Chinese Restaurant	62
1566032	4f146962e4b0380205a20afd	Wed Apr 04 16:29:11 +0000 2012	120	52.565186	13.322039000000002	Mall	63
1129214	4badfffaf964a52091793be3	Wed Apr 04 16:32:03 +0000 2012	120	52.528833	13.402161999999999	Bagel Shop	13
1384469	4f7ad51ee4b0bd4c7c03d8a5	Wed Apr 04 17:05:42 +0000 2012	120	52.462722	13.325168	Mall	45
1009465	4e67ad1aa8098026756dc6d6	Wed Apr 04 17:14:16 +0000 2012	120	52.509406000000006	13.400473999999999	Office	64
